T20I #,World Cup Match?,Winner,Date,Batting First,Team 1 Runs,Team 1 Wickets,Team 1 Overs,Team 1 Adjusted Run Rate,Batting Second,Team 2 Runs,Team 2 Wickets,Team 2 Overs,Team 2 Adjusted Run Rate,Ground,City,Country
930,False,Qatar,10/11/2019,Jersey,101,9,20.0,5.05,Qatar,102,2,13.1,7.746835443,West End Park International Cricket Stadium,Doha,Qatar
931,False,Bulgaria,10/14/2019,Serbia,156,6,20.0,7.8,Bulgaria,161,4,18.0,8.944444444,Marina Ground,Corfu,Greece
932,False,Greece,10/15/2019,Serbia,52,10,15.2,2.6,Greece,56,0,4.3,2.8,Marina Ground,Corfu,Greece
933,False,Greece,10/16/2019,Bulgaria,94,8,20.0,4.7,Greece,97,1,11.0,8.818181818,Marina Ground,Corfu,Greece
934,False,Czech Republic,10/18/2019,Czech Republic,148,5,20.0,7.4,Malta,136,10,18.2,7.418181818,Marsa Sports Club,Marsa,Malta
935,False,Singapore,10/18/2019,Singapore,168,6,20.0,8.4,Scotland,166,9,20.0,8.3,ICC Academy,Dubai,UAE
936,False,Ireland,10/18/2019,Hong Kong,153,5,20.0,7.65,Ireland,155,2,17.2,8.942307692,Sheikh Zayed Stadium,Abu Dhabi,UAE
937,False,Netherlands,10/18/2019,Netherlands,166,4,20.0,8.3,Kenya,136,8,20.0,6.8,ICC Academy,Dubai,UAE
938,False,Bulgaria,10/18/2019,Bulgaria,135,8,20.0,6.75,Greece,117,8,20.0,5.85,Marina Ground,Corfu,Greece
939,False,Oman,10/18/2019,UAE,108,9,20.0,5.4,Oman,109,3,18.2,5.945454545,Sheikh Zayed Stadium,Abu Dhabi,UAE
940,False,Papua New Guinea,10/19/2019,Bermunda,89,10,17.2,4.45,Papua New Guinea,90,0,10.2,4.5,ICC Academy,Dubai,UAE
941,False,Jersey,10/19/2019,Jersey,184,4,20.0,9.2,Nigeria,115,7,20.0,5.75,Sheikh Zayed Stadium,Abu Dhabi,UAE
942,False,Netherlands,10/19/2019,Netherlands,140,6,20.0,7.0,Namibia,96,10,19.0,5.052631579,ICC Academy,Dubai,UAE
943,False,Scotland,10/19/2019,Scotland,170,6,20.0,8.5,Kenya,139,8,20.0,6.95,ICC Academy Ground No 2,Dubai,UAE
944,False,UAE,10/19/2019,Ireland,125,10,20.0,6.25,UAE,129,5,17.0,6.45,Sheikh Zayed Stadium,Abu Dhabi,UAE
945,False,Czech Republic,10/20/2019,Czech Republic,204,4,20.0,10.2,Malta,122,10,15.5,7.705263158,Marsa Sports Club,Marsa,Malta
946,False,Papua New Guinea,10/20/2019,Papua New Guinea,197,7,20.0,9.85,Namibia,116,10,17.1,6.757281553,ICC Academy Ground No 2,Dubai,UAE
947,False,Canada,10/20/2019,Canada,176,5,20.0,8.8,Jersey,123,10,17.0,7.235294118,Sheikh Zayed Stadium Nursery 1,Abu Dhabi,UAE
948,False,Singapore,10/20/2019,Bermunda,149,7,20.0,7.45,Singapore,152,5,19.3,7.794871795,ICC Academy Ground No 2,Dubai,UAE
949,False,Oman,10/20/2019,Hong Kong,102,10,20.0,5.1,Oman,106,3,17.3,5.3,Sheikh Zayed Stadium,Abu Dhabi,UAE
950,False,Scotland,10/21/2019,Scotland,146,6,20.0,7.3,Papua New Guinea,142,9,20.0,7.1,ICC Academy,Dubai,UAE
951,False,UAE,10/21/2019,Hong Kong,116,7,20.0,5.8,UAE,118,2,15.1,7.78021978,Sheikh Zayed Stadium,Abu Dhabi,UAE
952,False,Ireland,10/21/2019,Ireland,183,3,20.0,9.15,Oman,148,9,20.0,7.4,Sheikh Zayed Stadium Nursery 1,Abu Dhabi,UAE
953,False,Kenya,10/21/2019,Kenya,138,4,20.0,6.9,Bermunda,93,10,18.5,4.938053097,ICC Academy,Dubai,UAE
954,False,Canada,10/21/2019,Canada,159,7,20.0,7.95,Nigeria,109,8,20.0,5.45,Sheikh Zayed Stadium,Abu Dhabi,UAE
955,False,Namibia,10/22/2019,Namibia,159,6,20.0,7.95,Scotland,135,8,20.0,6.75,ICC Academy,Dubai,UAE
956,False,Netherlands,10/22/2019,Singapore,101,10,18.5,5.05,Netherlands,104,5,16.3,5.2,ICC Academy,Dubai,UAE
957,False,Jersey,10/22/2019,Jersey,147,10,20.0,7.35,UAE,112,10,19.2,5.6,Sheikh Zayed Stadium Nursery 1,Abu Dhabi,UAE
958,False,Namibia,10/23/2019,Bermunda,106,9,20.0,5.3,Namibia,111,4,13.1,8.430379747,ICC Academy Ground No 2,Dubai,UAE
959,False,Oman,10/23/2019,Nigeria,71,10,19.5,3.55,Oman,72,3,7.0,3.6,Sheikh Zayed Stadium Nursery 1,Abu Dhabi,UAE
960,False,Kenya,10/23/2019,Singapore,157,9,20.0,7.85,Kenya,159,3,18.5,8.442477876,ICC Academy Ground No 2,Dubai,UAE
961,False,Canada,10/23/2019,Canada,156,5,20.0,7.8,Ireland,146,7,20.0,7.3,Sheikh Zayed Stadium,Abu Dhabi,UAE
962,False,Hong Kong,10/23/2019,Hong Kong,144,7,20.0,7.2,Jersey,136,6,20.0,6.8,Sheikh Zayed Stadium,Abu Dhabi,UAE
963,False,Papua New Guinea,10/24/2019,Netherlands,126,7,20.0,6.3,Papua New Guinea,127,5,19.0,6.684210526,ICC Academy,Dubai,UAE
964,False,UAE,10/24/2019,Nigeria,111,3,20.0,5.55,UAE,112,5,12.3,8.96,Sheikh Zayed Stadium Nursery 1,Abu Dhabi,UAE
965,False,Hong Kong,10/24/2019,Hong Kong,150,7,20.0,7.5,Canada,118,9,20.0,5.9,Sheikh Zayed Stadium Nursery 1,Abu Dhabi,UAE
966,False,Scotland,10/24/2019,Scotland,204,4,20.0,10.2,Bermunda,158,8,20.0,7.9,Dubai International Cricket Stadium,Dubai,UAE
967,False,Papua New Guinea,10/25/2019,Papua New Guinea,180,4,20.0,9.0,Singapore,137,9,20.0,6.85,Dubai International Cricket Stadium,Dubai,UAE
968,False,Ireland,10/25/2019,Jersey,105,10,20.0,5.25,Ireland,110,2,14.0,5.5,Sheikh Zayed Stadium Nursery 1,Abu Dhabi,UAE
969,False,Namibia,10/25/2019,Namibia,181,5,20.0,9.05,Kenya,94,10,18.5,4.991150442,Dubai International Cricket Stadium,Dubai,UAE
970,False,Spain,10/25/2019,Portugal,87,7,20.0,4.35,Spain,89,2,14.2,6.209302326,La Manga Club Bottom Ground,Murcia,Spain
971,False,Oman,10/25/2019,Canada,144,9,20.0,7.2,Oman,145,2,14.5,9.775280899,Sheikh Zayed Stadium,Abu Dhabi,UAE
972,False,Ireland,10/26/2019,Nigeria,66,9,20.0,3.3,Ireland,67,2,6.1,10.86486486,Sheikh Zayed Stadium,Abu Dhabi,UAE
973,False,Portugal,10/26/2019,Gibraltar,113,6,20.0,5.65,Portugal,116,4,18.3,6.27027027,La Manga Club Bottom Ground,Murcia,Spain
974,False,Netherlands,10/26/2019,Netherlands,206,3,20.0,10.3,Bermunda,114,9,20.0,5.7,Dubai International Cricket Stadium,Dubai,UAE
975,False,Spain,10/26/2019,Gibraltar,98,6,20.0,4.9,Spain,99,2,15.0,6.6,La Manga Club Bottom Ground,Murcia,Spain
976,False,Spain,10/26/2019,Spain,143,6,20.0,7.15,Portugal,114,10,17.4,6.452830189,La Manga Club Bottom Ground,Murcia,Spain
977,False,Namibia,10/26/2019,Namibia,191,8,20.0,9.55,Singapore,104,10,17.1,6.058252427,Dubai International Cricket Stadium,Dubai,UAE
978,False,Australia,10/27/2019,Australia,233,2,20.0,11.65,Sri Lanka,99,9,20.0,4.95,Adelaide Oval,Adelaide,Australia
979,False,Papua New Guinea,10/27/2019,Papua New Guinea,118,10,19.3,5.9,Kenya,73,10,18.4,3.65,Dubai International Cricket Stadium,Dubai,UAE
980,False,Hong Kong,10/27/2019,Nigeria,81,8,20.0,4.05,Hong Kong,82,5,7.1,11.44186047,Sheikh Zayed Stadium Nursery 1,Abu Dhabi,UAE
981,False,Portugal,10/27/2019,Gibraltar,107,7,20.0,5.35,Portugal,110,6,19.2,5.689655172,La Manga Club Bottom Ground,Murcia,Spain
982,False,Jersey,10/27/2019,Jersey,141,7,20.0,7.05,Oman,127,9,20.0,6.35,Sheikh Zayed Stadium,Abu Dhabi,UAE
983,False,Netherlands,10/27/2019,Scotland,130,8,20.0,6.5,Netherlands,131,6,17.0,7.705882353,Dubai International Cricket Stadium,Dubai,UAE
984,False,Spain,10/27/2019,Gibraltar,95,10,19.5,4.75,Spain,96,4,15.5,4.8,La Manga Club Bottom Ground,Murcia,Spain
985,False,UAE,10/27/2019,UAE,154,5,20.0,7.7,Canada,140,5,20.0,7.0,Sheikh Zayed Stadium,Abu Dhabi,UAE
986,False,Netherlands,10/29/2019,UAE,80,9,20.0,4.0,Netherlands,81,2,15.1,5.340659341,Dubai International Cricket Stadium,Dubai,UAE
987,False,Namibia,10/29/2019,Namibia,161,7,20.0,8.05,Oman,107,10,19.1,5.582608696,Dubai International Cricket Stadium,Dubai,UAE
988,False,Australia,10/30/2019,Sri Lanka,117,10,19.0,5.85,Australia,118,1,13.0,5.9,Brisbane Cricket Ground,Brisbane,Australia
989,False,Scotland,10/30/2019,Scotland,198,6,20.0,9.9,UAE,108,10,18.3,5.837837838,Dubai International Cricket Stadium,Dubai,UAE
990,False,Oman,10/30/2019,Oman,134,7,20.0,6.7,Hong Kong,122,9,20.0,6.1,Dubai International Cricket Stadium,Dubai,UAE
991,False,Scotland,10/31/2019,Oman,167,7,20.0,8.35,Scotland,168,5,19.0,8.842105263,ICC Academy,Dubai,UAE
992,False,England,11/1/2019,New Zealand,153,5,20.0,7.65,England,154,3,18.3,8.324324324,Hagley Oval,Christchurch,New Zealand
993,False,Australia,11/1/2019,Sri Lanka,142,6,20.0,7.1,Australia,145,3,17.4,8.20754717,Melbourne Cricket Ground,Melbourne,Australia
994,False,Netherlands,11/1/2019,Netherlands,158,4,20.0,7.9,Ireland,137,9,20.0,6.85,Dubai International Cricket Stadium,Dubai,UAE
995,False,Papua New Guinea,11/1/2019,Papua New Guinea,130,5,20.0,6.5,Namibia,112,5,20.0,5.6,Dubai International Cricket Stadium,Dubai,UAE
996,False,Ireland,11/2/2019,Ireland,135,10,19.1,6.75,Namibia,108,10,18.2,5.4,Dubai International Cricket Stadium,Dubai,UAE
997,False,Netherlands,11/2/2019,Papua New Guinea,128,8,20.0,6.4,Netherlands,134,3,19.0,7.052631579,Dubai International Cricket Stadium,Dubai,UAE
998,False,New Zealand,11/3/2019,New Zealand,176,8,20.0,8.8,England,155,10,19.5,7.81512605,Westpac Stadium,Wellington,New Zealand
999,False,No Result,11/3/2019,Pakistan,107,5,15.0,7.133333333,Australia,41,0,3.1,12.94736842,Sydney Cricket Ground,Sydney,Australia
1000,False,Bangladesh,11/3/2019,India,148,6,20.0,7.4,Bangladesh,154,3,19.3,7.897435897,Arun Jaitley Stadium,Delhi,India
1001,False,New Zealand,11/5/2019,New Zealand,180,7,20.0,9.0,England,166,7,20.0,8.3,Saxton Oval,Nelson,New Zealand
1002,False,Australia,11/5/2019,Pakistan,150,6,20.0,7.5,Australia,151,3,18.3,8.162162162,Manuka Oval,Canberra,Australia
1003,False,Malawi,11/6/2019,Mozambique,169,5,20.0,8.45,Malawi,170,7,20.0,8.5,Lilongwe Golf Club,Lilongwe,Malawi
1004,False,Malawi,11/6/2019,Mozambique,109,10,19.0,5.45,Malawi,114,3,12.2,5.7,Lilongwe Golf Club,Lilongwe,Malawi
1005,False,Malawi,11/7/2019,Malawi,142,6,20.0,7.1,Mozambique,117,10,19.0,6.157894737,Lilongwe Golf Club,Lilongwe,Malawi
1006,False,Malawi,11/7/2019,Mozambique,144,4,20.0,7.2,Malawi,145,6,18.5,7.699115044,Lilongwe Golf Club,Lilongwe,Malawi
1007,False,India,11/7/2019,Bangladesh,153,6,20.0,7.65,India,154,2,15.4,9.829787234,Saurashtra Cricket Association Stadium,Rajkot,India
1008,False,England,11/8/2019,England,241,3,20.0,12.05,New Zealand,165,10,16.5,9.801980198,McLean Park,Napier,New Zealand
1009,False,Australia,11/8/2019,Pakistan,106,8,20.0,5.3,Australia,109,0,11.5,9.211267606,Perth Stadium,Perth,Australia
1010,False,Malawi,11/9/2019,Malawi,142,3,20.0,7.1,Mozambique,127,10,18.1,6.990825688,Indian Sports Club,Blantyre,Malawi
1011,False,No Result,11/9/2019,Mozambique,143,7,20.0,7.15,Malawi,0,0,0.0,,Indian Sports Club,Blantyre,Malawi
1012,False,Tie,11/10/2019,New Zealand,146,5,11.0,13.27272727,England,146,7,11.0,13.27272727,Eden Park,Auckland,New  Zealand
1013,False,Mozambique,11/10/2019,Mozambique,104,10,19.3,5.2,Malawi,75,8,15.1,4.945054945,Saint Andrews International High School,Blantyre,Malawi
1014,False,India,11/10/2019,India,174,5,20.0,8.7,Bangladesh,144,10,19.2,7.448275862,Vidarbha Cricket Association Stadium,Nagpur,India
1015,False,West Indies,11/14/2019,West Indies,164,5,20.0,8.2,Afghanistan,134,9,20.0,6.7,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India
1016,False,Afghanistan,11/16/2019,Afghanistan,147,7,20.0,7.35,West Indies,106,8,20.0,5.3,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India
1017,False,Afghanistan,11/17/2019,Afghanistan,156,8,20.0,7.8,West Indies,127,7,20.0,6.35,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India
1018,False,Nepal,12/5/2019,Nepal,236,3,20.0,11.8,Bhutan,95,6,20.0,4.75,Tribhuvan University International Cricket Ground,Kirtipur,Nepal
1019,False,Nepal,12/6/2019,Nepal,163,7,20.0,8.15,Maldives,79,6,20.0,3.95,Tribhuvan University International Cricket Ground,Kirtipur,Nepal
1020,False,India,12/6/2019,West Indies,207,5,20.0,10.35,India,209,4,18.4,11.19642857,Rajiv Gandhi International Stadium,Hyderabad,India
1021,False,Maldives,12/7/2019,Bhutan,117,7,20.0,5.85,Maldives,118,2,15.1,7.78021978,Tribhuvan University International Cricket Ground,Kirtipur,Nepal
1022,False,West Indies,12/8/2019,India,170,7,20.0,8.5,West Indies,173,2,18.3,9.351351351,Greenfield International Stadium,Thiruvananthapuram,India
1023,False,Nepal,12/9/2019,Maldives,94,9,20.0,4.7,Nepal,98,5,16.1,6.06185567,Tribhuvan University International Cricket Ground,Kirtipur,Nepal
1024,False,India,12/11/2019,India,240,3,20.0,12.0,West Indies,173,8,20.0,8.65,Wankhede Stadium,Mumbai,India
1025,False,No Result,1/5/2020,Sri Lanka,0,0,0.0,,India,0,0,0.0,,Barsapara Cricket Stadium,Guwahati,India
1026,False,India,1/7/2020,Sri Lanka,142,9,20.0,7.1,India,144,3,17.3,8.228571429,Holkar Cricket Stadium,Indore,India
1027,False,India,1/10/2020,India,201,6,20.0,10.05,Sri Lanka,123,10,15.5,7.768421053,Maharashtra Cricket Association Stadium,Pune,India
1028,False,Ireland,1/15/2020,Ireland,208,7,20.0,10.4,West Indies,204,7,20.0,10.2,National Cricket Stadium,St George's,West Indies
1029,False,No Result,1/18/2020,Ireland,147,9,19.0,7.736842105,West Indies,16,1,2.1,7.384615385,Warner Park,Basseterre,West Indies
1030,False,West Indies,1/19/2020,Ireland,138,10,19.1,6.9,West Indies,140,1,11.0,7.0,Warner Park,Basseterre,West Indies
1031,False,India,1/24/2020,New Zealand,203,5,20.0,10.15,India,204,4,19.0,10.73684211,Eden Park,Auckland,New  Zealand
1032,False,Pakistan,1/24/2020,Bangladesh,141,5,20.0,7.05,Pakistan,142,5,19.3,7.282051282,Gaddafi Stadium,Lahore,Pakistan
1033,False,Pakistan,1/25/2020,Bangladesh,136,6,20.0,6.8,Pakistan,137,1,16.4,8.22,Gaddafi Stadium,Lahore,Pakistan
1034,False,India,1/26/2020,New Zealand,132,5,20.0,6.6,India,135,3,17.3,7.714285714,Eden Park,Auckland,New  Zealand
1035,False,Tie,1/29/2020,India,179,5,20.0,8.95,New Zealand,179,6,20.0,8.95,Seddon Park,Hamilton,New Zealand
1036,False,Tie,1/31/2020,India,165,8,20.0,8.25,New Zealand,165,7,20.0,8.25,Westpac Stadium,Wellington,New Zealand
1037,False,India,2/2/2020,India,163,3,20.0,8.15,New Zealand,156,9,20.0,7.8,Bay Oval,Mount Maunganui,New Zealand
1038,False,Qatar,2/12/2020,Qatar,201,2,20.0,10.05,Uganda,161,6,20.0,8.05,West End Park International Cricket Stadium,Doha,Qatar
1039,False,South Africa,2/12/2020,South Africa,177,8,20.0,8.85,England,176,9,20.0,8.8,Buffalo Park,East London,South Africa
1040,False,Qatar,2/13/2020,Qatar,154,4,20.0,7.7,Uganda,126,7,20.0,6.3,West End Park International Cricket Stadium,Doha,Qatar
1041,False,England,2/14/2020,England,204,7,20.0,10.2,South Africa,202,7,20.0,10.1,Kingsmead,Durban,South Africa
1042,False,Uganda,2/15/2020,Uganda,134,6,20.0,6.7,Qatar,116,10,18.4,6.214285714,West End Park International Cricket Stadium,Doha,Qatar
1043,False,England,2/16/2020,South Africa,222,6,20.0,11.1,England,226,5,19.1,11.79130435,SuperSport Park,Centurion,South Africa
1044,False,Malaysia,2/20/2020,Malaysia,123,3,16.3,7.454545455,Hong Kong,61,8,9.0,6.777777778,Kinrara Academy Oval,Kuala Lumpur,Malaysia
1045,False,Malaysia,2/21/2020,Malaysia,138,6,19.0,7.263157895,Hong Kong,103,8,19.0,5.421052632,Kinrara Academy Oval,Kuala Lumpur,Malaysia
1046,False,Australia,2/21/2020,Australia,196,6,20.0,9.8,South Africa,89,10,14.3,6.137931034,New Wanderers Stadium,Johannesburg,South Africa
1047,False,UAE,2/23/2020,Iran,61,8,20.0,3.05,UAE,62,0,5.3,11.27272727,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman
1048,False,Qatar,2/23/2020,Qatar,196,4,20.0,9.8,Maldives,90,9,20.0,4.5,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
1049,False,Kuwait,2/23/2020,Saudi Arabia,113,10,17.5,5.65,Kuwait,114,1,10.4,5.7,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman
1050,False,Oman,2/23/2020,Bahrain,83,10,17.1,4.15,Oman,84,2,13.2,4.2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
1051,False,Malaysia,2/23/2020,Malaysia,152,9,20.0,7.6,Hong Kong,144,7,20.0,7.2,Kinrara Academy Oval,Kuala Lumpur,Malaysia
1052,False,South Africa,2/23/2020,South Africa,158,4,20.0,7.9,Australia,146,6,20.0,7.3,St George's Park,Gqeberha,South Africa
1053,False,Saudi Arabia,2/24/2020,Iran,72,9,20.0,3.6,Saudi Arabia,73,1,5.3,13.27272727,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
1054,False,Qatar,2/24/2020,Qatar,175,5,20.0,8.75,Oman,141,10,19.1,7.356521739,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman
1055,False,Malaysia,2/24/2020,Malaysia,167,7,20.0,8.35,Hong Kong,154,7,20.0,7.7,Kinrara Academy Oval,Kuala Lumpur,Malaysia
1056,False,Bahrain,2/24/2020,Bahrain,186,9,20.0,9.3,Maldives,121,9,20.0,6.05,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman
1057,False,UAE,2/24/2020,UAE,186,5,20.0,9.3,Kuwait,139,10,17.4,7.867924528,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
1058,False,Oman,2/25/2020,Maldives,129,7,20.0,6.45,Oman,132,0,14.2,9.209302326,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
1059,False,UAE,2/25/2020,UAE,150,10,19.0,7.5,Saudi Arabia,138,7,20.0,6.9,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman
1060,False,Bahrain,2/25/2020,Qatar,106,9,20.0,5.3,Bahrain,109,4,11.5,9.211267606,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
1061,False,Kuwait,2/25/2020,Iran,108,8,20.0,5.4,Kuwait,109,2,12.5,8.493506494,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman
1062,False,Malaysia,2/26/2020,Hong Kong,171,7,20.0,8.55,Malaysia,176,4,18.3,9.513513514,Kinrara Academy Oval,Kuala Lumpur,Malaysia
1063,False,Kuwait,2/26/2020,Kuwait,210,4,20.0,10.5,Bahrain,123,10,17.0,7.235294118,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
1064,False,UAE,2/26/2020,UAE,122,10,18.4,6.1,Qatar,94,10,20.0,4.7,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman
1065,False,Australia,2/26/2020,Australia,193,5,20.0,9.65,South Africa,96,10,15.3,6.193548387,Newlands,Cape Town,South Africa
1066,False,UAE,2/27/2020,UAE,199,5,20.0,9.95,Kuwait,97,7,20.0,4.85,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman
1067,False,Singapore,2/29/2020,Singapore,139,7,20.0,6.95,Thailand,96,10,19.0,5.052631579,Terdthai Cricket Ground,Bangkok,Thailand
1068,False,Malaysia,2/29/2020,Malaysia,154,6,20.0,7.7,Nepal,132,10,19.5,6.655462185,Terdthai Cricket Ground,Bangkok,Thailand
1069,False,Hong Kong,3/1/2020,Hong Kong,154,6,20.0,7.7,Nepal,111,10,18.1,6.110091743,Terdthai Cricket Ground,Bangkok,Thailand
1070,False,Malaysia,3/1/2020,Thailand,85,9,20.0,4.25,Malaysia,86,2,11.5,7.267605634,Terdthai Cricket Ground,Bangkok,Thailand
1071,False,Singapore,3/3/2020,Singapore,239,3,20.0,11.95,Malaysia,111,10,15.1,7.318681319,Terdthai Cricket Ground,Bangkok,Thailand
1072,False,Hong Kong,3/3/2020,Thailand,77,8,20.0,3.85,Hong Kong,78,2,7.4,10.17391304,Terdthai Cricket Ground,Bangkok,Thailand
1073,False,Nepal,3/4/2020,Thailand,66,10,20.0,3.3,Nepal,72,1,5.3,3.6,Terdthai Cricket Ground,Bangkok,Thailand
1074,False,Singapore,3/4/2020,Singapore,168,5,20.0,8.4,Hong Kong,152,8,20.0,7.6,Terdthai Cricket Ground,Bangkok,Thailand
1075,False,West Indies,3/4/2020,West Indies,196,4,20.0,9.8,Sri Lanka,171,10,19.1,8.92173913,Pallekele International Cricket Stadium,Kandy,Sri Lanka
1076,False,Hong Kong,3/6/2020,Malaysia,132,6,20.0,6.6,Hong Kong,133,4,18.5,7.061946903,Terdthai Cricket Ground,Bangkok,Thailand
1077,False,Afghanistan,3/6/2020,Ireland,172,6,20.0,8.6,Afghanistan,133,5,15.0,8.866666667,Greater Noida Sports Complex Ground,Greater Noida,India
1078,False,West Indies,3/6/2020,Sri Lanka,155,6,20.0,7.75,West Indies,158,3,17.0,9.294117647,Pallekele International Cricket Stadium,Kandy,Sri Lanka
1079,False,Afghanistan,3/8/2020,Afghanistan,184,4,20.0,9.2,Ireland,163,6,20.0,8.15,Greater Noida Sports Complex Ground,Greater Noida,India
1080,False,Spain,3/8/2020,Germany,139,7,20.0,6.95,Spain,142,1,18.1,7.816513761,Desert Springs Cricket Ground,Almeria,Spain
1081,False,Germany,3/8/2020,Germany,180,3,20.0,9.0,Spain,122,6,20.0,6.1,Desert Springs Cricket Ground,Almeria,Spain
1082,False,Bangladesh,3/9/2020,Bangladesh,200,3,20.0,10.0,Zimbabwe,152,10,19.0,8.0,Shere Bangla National Stadium,Dhaka,Bangladesh
1083,False,Tie,3/10/2020,Ireland,142,8,20.0,7.1,Afghanistan,142,7,20.0,7.1,Greater Noida Sports Complex Ground,Greater Noida,India
1084,False,Bangladesh,3/11/2020,Zimbabwe,119,7,20.0,5.95,Bangladesh,120,1,15.5,7.578947368,Shere Bangla National Stadium,Dhaka,Bangladesh
1085,False,Guernsey,8/21/2020,Isle of Man,100,9,20.0,5.0,Guernsey,101,2,11.3,8.782608696,College Field,St Peter Port,Guernsey
1086,False,Luxembourg,8/28/2020,Luxembourg,164,7,20.0,8.2,Czech Republic,89,9,16.5,5.287128713,Pierre Werner Cricket Ground,Walferdange,Luxembourg
1087,False,No Result,8/28/2020,England,131,6,16.1,8.103092784,Pakistan,0,0,0.0,,Old Trafford,Manchester,England
1088,False,Czech Republic,8/29/2020,Luxembourg,112,10,18.5,5.6,Czech Republic,115,5,18.5,5.75,Pierre Werner Cricket Ground,Walferdange,Luxembourg
1089,False,Belgium,8/29/2020,Belgium,165,8,20.0,8.25,Luxembourg,128,8,20.0,6.4,Pierre Werner Cricket Ground,Walferdange,Luxembourg
1090,False,Belgium,8/29/2020,Belgium,197,6,20.0,9.85,Czech Republic,151,8,20.0,7.55,Pierre Werner Cricket Ground,Walferdange,Luxembourg
1091,False,Belgium,8/30/2020,Belgium,161,6,20.0,8.05,Czech Republic,74,7,20.0,3.7,Pierre Werner Cricket Ground,Walferdange,Luxembourg
1092,False,Belgium,8/30/2020,Belgium,184,8,20.0,9.2,Luxembourg,135,3,20.0,6.75,Pierre Werner Cricket Ground,Walferdange,Luxembourg
1093,False,England,8/30/2020,Pakistan,195,4,20.0,9.75,England,199,5,19.1,10.3826087,Old Trafford,Manchester,England
1094,False,Pakistan,9/1/2020,Pakistan,190,4,20.0,9.5,England,185,8,20.0,9.25,Old Trafford,Manchester,England
1095,False,England,9/4/2020,England,162,7,20.0,8.1,Australia,160,6,20.0,8.0,The Rose Bowl,Southampton,England
1096,False,England,9/6/2020,Australia,157,7,20.0,7.85,England,158,4,18.5,8.389380531,The Rose Bowl,Southampton,England
1097,False,Australia,9/8/2020,England,145,6,20.0,7.25,Australia,146,5,19.3,7.487179487,The Rose Bowl,Southampton,England
1098,False,Malta,9/23/2020,Malta,216,8,20.0,10.8,Bulgaria,159,8,20.0,7.95,National Sports Academy,Sofia,Bulgaria
1099,False,Malta,9/23/2020,Bulgaria,184,6,20.0,9.2,Malta,185,2,18.5,9.82300885,National Sports Academy,Sofia,Bulgaria
1100,False,No Result,9/24/2020,Bulgaria,6,0,0.3,12.0,Malta,0,0,0.0,,National Sports Academy,Sofia,Bulgaria
1101,False,Bulgaria,10/16/2020,Bulgaria,128,5,20.0,6.4,Romania,95,10,17.4,5.377358491,Moara Vlasiei Cricket Ground,Ilfov County,Romania
1102,False,Romania,10/17/2020,Romania,148,2,15.0,9.866666667,Bulgaria,96,6,15.0,6.4,Moara Vlasiei Cricket Ground,Ilfov County,Romania
1103,False,Romania,10/17/2020,Romania,209,6,20.0,10.45,Bulgaria,175,6,20.0,8.75,Moara Vlasiei Cricket Ground,Ilfov County,Romania
1104,False,Romania,10/18/2020,Bulgaria,60,10,14.3,3.0,Romania,61,4,9.4,3.05,Moara Vlasiei Cricket Ground,Ilfov County,Romania
1105,False,Pakistan,11/7/2020,Zimbabwe,156,6,20.0,7.8,Pakistan,157,4,18.5,8.336283186,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan
1106,False,Pakistan,11/8/2020,Zimbabwe,134,7,20.0,6.7,Pakistan,137,2,15.1,9.032967033,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan
1107,False,Pakistan,11/10/2020,Zimbabwe,129,9,20.0,6.45,Pakistan,130,2,15.2,8.47826087,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan
1108,False,New Zealand,11/27/2020,West Indies,180,7,16.0,11.25,New Zealand,179,5,15.2,11.67391304,Eden Park,Auckland,New  Zealand
